,沪深300,中证500,中证1000,创业板,中小100,中证100,上证50,中证全债
2007-11-13,4939.244,4114.509,3730.293,,4975.773,5275.491,4071.299,112.05
2007-11-14,5145.888,4263.995,3844.501,,5154.316,5499.183,4247.162,111.85
2007-11-15,5081.113,4210.704,3828.129,,5084.743,5432.827,4201.794,111.85
2007-11-16,5007.662,4217.228,3843.967,,5075.551,5340.219,4133.351,111.82
2007-11-19,4994.416,4313.28,3922.598,,5204.703,5296.323,4086.383,111.96
2007-11-20,5069.382,4371.676,3956.56,,5257.567,5372.038,4136.078,111.92
2007-11-21,4997.62,4308.422,3923.878,,5260.145,5289.671,4064.782,112.01
2007-11-22,4772.617,4113.309,3731.977,,5064.822,5063.44,3895.945,112.04
2007-11-23,4856.161,4193.98,3802.826,,5167.006,5153.61,3961.369,111.92
2007-11-26,4800.082,4151.876,3779.604,,5124.615,5091.909,3910.457,111.91
2007-11-27,4711.152,4108.951,3722.9,,5042.086,4986.287,3829.728,111.84
2007-11-28,4648.751,4078.041,3713.337,,4979.384,4923.613,3784.279,111.8
2007-11-29,4842.07,4185.267,3801.327,,5108.056,5153.041,3975.709,111.86
2007-11-30,4737.408,4122.932,3733.479,,5028.436,5039.896,3880.339,111.84
2007-12-03,4772.674,4170.263,3766.882,,5053.473,5080.185,3910.129,111.86
2007-12-04,4829.214,4194.015,3792.237,,5099.918,5148.787,3963.187,111.74
2007-12-05,4965.947,4273.045,3852.444,,5250.907,5295.364,4070.822,111.86
2007-12-06,4971.055,4291.068,3895.757,,5295.581,5296.358,4070.157,111.82
2007-12-07,5041.35,4362.22,3960.609,,5325.2,5364.425,4122.062,111.88
2007-12-10,5133.562,4483.831,4059.236,,5548.769,5440.925,4165.864,111.84
2007-12-11,5140.0,4534.937,4112.21,,5635.445,5436.852,4159.432,111.93
2007-12-12,5077.39,4544.681,4154.339,,5664.113,5346.921,4083.594,111.96
2007-12-13,4884.298,4402.636,4037.53,,5473.686,5151.39,3948.737,111.91
2007-12-14,4977.652,4499.53,4103.854,,5585.327,5246.745,4008.878,111.92
2007-12-17,4857.289,4506.042,4133.821,,5721.943,5090.866,3876.139,111.6
2007-12-18,4829.909,4467.812,4095.0,,5610.69,5057.949,3849.147,111.54
2007-12-19,4946.285,4565.622,4167.273,,5665.321,5186.756,3953.055,111.6
2007-12-20,5037.195,4621.393,4210.518,,5719.509,5289.633,4040.036,111.56
2007-12-21,5101.852,4691.533,4281.387,,5781.345,5342.954,4081.005,111.58
2007-12-24,5207.134,4772.638,4344.314,,5929.861,5458.83,4172.444,111.58
2007-12-25,5216.813,4815.209,4388.727,,6014.258,5458.17,4162.079,111.78
2007-12-26,5265.026,4912.841,4473.133,,6209.994,5495.476,4175.555,111.77
2007-12-27,5367.53,4963.453,4499.825,,6230.721,5614.887,4258.549,111.84
2007-12-28,5338.275,4947.603,4493.415,,6247.56,5578.454,4226.756,111.78
2008-01-02,5385.103,5123.934,4636.775,,6400.808,5591.813,4219.686,111.71
2008-01-03,5422.034,5230.749,4741.032,,6421.972,5604.791,4230.418,111.81
2008-01-04,5483.65,5243.032,4778.028,,6387.947,5669.365,4282.686,111.86
2008-01-07,5556.593,5347.806,4867.133,,6419.6,5736.118,4330.275,111.85
2008-01-08,5528.054,5200.552,4739.093,,6291.753,5743.83,4358.095,111.84
2008-01-09,5613.758,5356.482,4884.274,,6418.211,5812.107,4405.921,111.86
2008-01-10,5672.154,5382.326,4894.592,,6425.966,5867.319,4431.461,111.97
2008-01-11,5699.147,5376.797,4867.471,,6447.831,5914.396,4481.487,111.98
2008-01-14,5731.757,5445.102,4946.351,,6545.108,5934.447,4499.139,111.95
2008-01-15,5696.45,5487.088,4999.918,,6613.563,5872.371,4440.819,112.0
2008-01-16,5505.717,5412.911,4957.377,,6537.133,5643.746,4274.021,112.05
2008-01-17,5365.624,5270.956,4849.483,,6436.317,5503.606,4178.709,112.03
2008-01-18,5414.468,5317.448,4886.729,,6439.466,5537.514,4195.954,112.11
2008-01-21,5145.734,5097.226,4680.894,,6239.113,5249.88,3975.71,112.13
2008-01-22,4753.868,4661.826,4292.693,,5808.033,4862.855,3679.014,112.15
2008-01-23,4975.111,4912.058,4471.125,,6110.071,5072.328,3822.816,112.26
2008-01-24,5027.213,5080.926,4605.94,,6249.607,5098.107,3818.332,112.3
2008-01-25,5077.429,5096.69,4612.951,,6218.081,5159.259,3875.578,112.37
2008-01-28,4731.883,4740.501,4282.726,,5875.91,4799.172,3597.264,112.39
2008-01-29,4762.083,4840.636,4360.978,,5898.457,4816.843,3611.978,112.42
2008-01-30,4710.652,4851.426,4389.438,,5916.98,4749.386,3541.082,112.55
2008-01-31,4620.401,4663.415,4215.108,,5706.942,4684.157,3497.922,112.68
2008-02-01,4571.945,4456.927,4027.373,,5559.791,4676.695,3500.053,112.88
