,沪深300,中证500,中证1000,创业板,中小100,中证100,上证50,中证全债
2010-12-17,3225.66,5228.337,5473.968,1232.982,7120.57,2907.259,2032.138,131.7
2010-12-24,3162.96,4991.544,5205.723,1144.502,6764.159,2870.522,2013.25,131.81
2010-12-31,3128.26,4936.716,5155.555,1137.662,6828.982,2830.345,1977.366,131.75
2011-01-07,3166.62,4975.144,5191.945,1126.517,6770.147,2873.525,2006.374,131.91
2011-01-14,3091.86,4723.426,4942.074,1067.418,6434.863,2832.489,1982.623,131.76
2011-01-21,2983.46,4506.322,4739.904,1024.505,6101.094,2742.474,1925.838,131.43
2011-01-28,3036.74,4548.206,4749.429,1020.938,6121.61,2785.893,1945.141,131.67
2011-02-01,3077.28,4630.58,4830.407,1032.604,6196.807,2817.683,1968.687,131.78
2011-02-11,3120.96,4786.806,5012.78,1071.582,6397.45,2844.27,1976.473,130.81
2011-02-18,3211.88,4941.432,5197.122,1100.461,6565.293,2916.637,2030.318,131.0
2011-02-25,3197.62,5032.797,5279.127,1095.098,6661.009,2888.766,2006.66,131.28
2011-03-04,3270.67,5067.621,5330.17,1071.86,6633.425,2977.276,2080.143,131.48
2011-03-11,3247.38,5139.746,5406.95,1101.76,6712.639,2945.268,2049.113,131.53
2011-03-18,3215.69,5126.934,5417.939,1083.597,6734.257,2918.414,2034.485,131.94
2011-03-25,3294.48,5212.345,5502.752,1072.343,6743.758,2998.203,2096.286,132.09
2011-04-01,3272.73,5065.076,5346.701,1015.076,6456.601,3007.852,2126.451,132.25
2011-04-08,3353.36,5148.799,5430.062,1019.142,6514.463,3082.781,2185.316,132.15
2011-04-15,3358.94,5162.415,5418.884,1010.058,6433.799,3097.315,2201.086,132.54
2011-04-22,3299.94,5165.123,5430.406,1004.646,6371.274,3035.243,2151.669,132.46
2011-04-29,3192.72,4836.866,5027.552,912.715,6050.054,2967.38,2113.871,132.84
2011-05-06,3121.4,4849.969,5080.042,918.282,6054.764,2874.587,2037.748,133.77
2011-05-13,3128.09,4902.564,5143.46,909.774,6016.499,2878.974,2043.259,133.96
2011-05-20,3121.6,4863.185,5102.129,875.43,6019.849,2884.616,2052.544,133.99
2011-05-27,2963.31,4428.894,4644.289,822.944,5532.423,2759.397,1976.693,134.04
2011-06-03,2986.35,4506.196,4739.359,847.545,5651.449,2764.902,1974.951,134.08
2011-06-10,2961.93,4469.049,4724.618,824.03,5604.16,2734.787,1951.031,133.83
2011-06-17,2892.16,4337.367,4571.232,802.637,5439.377,2689.487,1912.379,133.3
2011-06-24,3027.47,4509.18,4757.732,832.324,5678.887,2814.054,1997.298,133.56
2011-07-01,3049.75,4604.746,4899.16,855.27,5838.916,2816.209,1986.03,133.6
2011-07-08,3109.18,4756.614,5057.722,894.909,6039.099,2856.751,2014.733,133.58
2011-07-15,3128.89,4896.043,5229.099,951.138,6177.972,2857.736,2012.032,133.41
2011-07-22,3067.99,4800.938,5143.206,923.995,6082.829,2798.969,1964.828,132.49
2011-07-29,2972.08,4628.32,4963.417,913.278,5878.679,2717.024,1908.213,132.36
2011-08-05,2897.42,4559.018,4896.379,919.185,5837.373,2636.904,1850.143,132.28
2011-08-12,2875.37,4505.886,4838.915,926.297,5858.935,2616.39,1838.159,133.0
2011-08-19,2807.66,4395.019,4742.324,912.421,5689.686,2562.478,1806.283,133.12
2011-08-26,2901.22,4530.423,4905.074,952.806,5803.496,2652.388,1876.334,132.94
2011-09-02,2803.85,4344.977,4716.878,909.853,5585.156,2573.608,1820.676,132.45
2011-09-09,2751.1,4233.748,4609.577,881.577,5441.758,2534.602,1800.934,132.5
2011-09-16,2733.99,4214.816,4598.815,874.883,5409.368,2518.08,1784.934,132.48
2011-09-23,2669.48,4117.735,4494.477,843.479,5254.569,2457.765,1740.322,133.04
2011-09-30,2581.35,3856.828,4174.447,791.134,4990.432,2388.115,1684.497,133.54
2011-10-14,2653.78,3985.193,4350.424,830.197,5125.458,2460.544,1745.214,134.43
2011-10-21,2507.88,3671.695,4008.554,763.295,4761.563,2350.954,1676.097,135.608
2011-10-28,2709.02,3978.8,4306.396,833.423,5139.685,2536.989,1807.056,135.3885
2011-11-04,2763.75,4131.13,4491.169,882.253,5320.974,2572.88,1831.755,136.2581
2011-11-11,2695.0,4062.144,4441.938,891.193,5234.944,2500.193,1779.514,137.4792
2011-11-18,2606.5,3963.258,4333.894,869.19,5086.41,2417.421,1720.764,137.3454
2011-11-25,2569.97,3911.356,4280.951,863.495,5025.687,2381.055,1691.671,137.5568
2011-12-02,2557.31,3817.041,4164.809,829.176,4907.521,2386.214,1704.457,138.6731
2011-12-09,2503.46,3663.843,3991.445,798.837,4719.58,2354.983,1692.061,138.9384
2011-12-16,2390.13,3427.214,3705.577,778.775,4508.059,2268.012,1628.999,138.9787
2011-12-23,2359.16,3327.394,3561.984,761.442,4350.944,2248.04,1617.944,139.0539
2011-12-30,2345.74,3266.775,3456.287,729.504,4295.862,2239.512,1617.613,139.5031
2012-01-06,2290.6,3087.546,3224.498,669.017,4042.323,2212.402,1608.358,139.7295
2012-01-13,2394.33,3233.701,3374.155,666.078,4146.568,2310.371,1685.913,140.1159
2012-01-20,2504.09,3315.603,3415.753,646.383,4210.464,2426.123,1775.091,140.2956
2012-02-03,2506.09,3383.05,3518.866,680.045,4330.386,2424.215,1772.192,140.3211
2012-02-10,2533.62,3488.229,3648.415,698.854,4460.054,2435.9,1778.317,139.8318
2012-02-17,2537.09,3565.306,3763.086,717.797,4517.567,2428.318,1765.652,139.8319
2012-02-24,2648.02,3756.825,3941.745,762.29,4772.895,2521.076,1826.716,139.9913
2012-03-02,2679.93,3794.416,3961.58,757.669,4794.896,2549.818,1843.848,139.8434
2012-03-09,2664.3,3848.108,4053.904,777.694,4902.872,2522.3,1811.486,140.1055
2012-03-16,2623.52,3786.617,3971.51,765.562,4895.375,2485.371,1780.076,140.124
2012-03-23,2552.94,3670.129,3873.485,737.892,4688.376,2427.232,1747.916,140.1375
2012-03-30,2454.9,3416.856,3560.485,678.519,4413.17,2356.399,1705.633,140.425
2012-04-06,2519.83,3554.027,3713.277,701.901,4568.001,2411.762,1737.512,140.4531
2012-04-13,2580.45,3675.028,3850.725,718.959,4653.077,2467.325,1777.068,140.3898
2012-04-20,2626.84,3736.365,3932.118,728.718,4718.945,2514.751,1815.882,140.3664
2012-04-27,2626.16,3664.638,3837.878,685.131,4595.566,2523.633,1822.542,140.5616
2012-05-04,2715.88,3758.004,3924.256,713.186,4734.071,2600.393,1876.658,140.6535
2012-05-11,2636.92,3715.385,3886.516,721.078,4690.38,2516.917,1815.732,141.1616
2012-05-18,2573.98,3655.858,3810.514,706.216,4578.216,2458.834,1775.572,142.4954
2012-05-25,2573.1,3635.516,3773.093,702.724,4523.627,2455.869,1776.376,143.2759
2012-06-01,2633.0,3744.437,3892.216,734.257,4685.314,2505.257,1808.527,143.1782
2012-06-08,2524.33,3564.158,3697.722,713.921,4509.492,2409.454,1738.587,143.7159
2012-06-15,2568.05,3648.994,3784.172,742.268,4634.758,2448.59,1769.492,143.4216
2012-06-21,2512.19,3590.837,3729.205,739.047,4559.592,2402.006,1735.336,143.3212
2012-06-29,2461.61,3470.965,3610.25,726.684,4477.788,2364.438,1708.856,143.8204
2012-07-06,2472.61,3486.546,3645.546,737.289,4568.338,2377.734,1711.579,144.2571
2012-07-13,2450.63,3435.084,3570.765,725.788,4541.213,2357.321,1685.019,144.5781
2012-07-20,2398.46,3369.913,3510.48,706.25,4355.22,2307.754,1658.3,144.5566
2012-07-27,2349.11,3283.592,3420.614,703.581,4289.397,2261.885,1630.31,144.5555
2012-08-03,2353.74,3259.856,3393.94,711.925,4288.853,2272.052,1641.599,144.4378
2012-08-10,2399.75,3395.849,3562.507,743.073,4484.796,2301.559,1665.175,144.3155
2012-08-17,2313.48,3286.778,3465.931,721.049,4313.291,2217.764,1606.003,144.0742
2012-08-24,2275.68,3265.749,3475.556,733.309,4278.333,2179.493,1588.111,143.7847
2012-08-31,2204.87,3139.5,3354.8,706.625,4137.804,2119.974,1551.199,143.6912
2012-09-07,2317.18,3334.66,3569.983,759.46,4421.368,2218.466,1619.213,143.7156
2012-09-14,2315.54,3338.038,3568.222,744.464,4401.454,2211.442,1614.7,143.0402
2012-09-21,2199.06,3143.71,3329.296,691.138,4136.485,2106.853,1545.964,143.1161
2012-09-28,2293.11,3199.752,3359.216,689.64,4264.831,2203.991,1613.092,143.5791
2012-10-12,2304.53,3240.399,3432.244,708.868,4310.056,2212.35,1618.659,143.7241
2012-10-19,2332.47,3285.445,3477.783,719.448,4361.851,2238.522,1637.765,143.8147
2012-10-26,2247.91,3163.295,3327.719,685.333,4161.006,2164.676,1584.697,143.6768
2012-11-02,2306.77,3249.552,3418.418,701.38,4237.021,2223.607,1626.607,143.7104
2012-11-09,2240.92,3116.978,3284.724,672.67,4054.247,2168.199,1591.852,143.7365
2012-11-16,2177.24,3009.153,3165.493,656.196,3906.703,2110.505,1551.558,144.0118
2012-11-23,2192.68,3005.459,3177.759,651.43,3878.378,2128.385,1568.753,144.0888
2012-11-30,2139.66,2816.624,2930.446,606.766,3678.213,2096.881,1547.759,144.0845
2012-12-07,2246.76,2950.193,3071.861,637.487,3826.261,2203.625,1634.919,143.9898
2012-12-14,2355.87,3066.231,3183.753,656.217,3962.539,2316.816,1728.061,144.0806
2012-12-21,2372.0,3101.074,3218.082,668.089,3993.133,2333.905,1737.989,144.0802
2012-12-28,2480.05,3235.195,3378.979,707.668,4191.086,2435.392,1817.852,144.3115
2013-01-04,2524.41,3258.251,3391.446,705.342,4172.742,2490.708,1870.5,144.3576
2013-01-11,2483.23,3271.179,3454.624,731.587,4272.696,2435.643,1818.984,144.5947
2013-01-18,2595.44,3464.645,3659.565,787.386,4566.372,2528.172,1886.794,144.8218
2013-01-25,2571.67,3364.061,3536.897,762.848,4399.356,2522.525,1886.454,145.0685
2013-02-01,2743.32,3507.709,3659.46,782.363,4499.345,2715.226,2055.724,145.185
2013-02-08,2771.73,3608.589,3755.544,823.028,4680.385,2712.34,2042.422,145.5198
2013-02-22,2596.6,3548.358,3744.1,838.763,4599.503,2520.973,1883.475,145.8991
2013-03-01,2668.84,3648.422,3876.638,884.891,4706.829,2597.254,1944.423,145.8913
2013-03-08,2606.93,3570.38,3829.168,864.699,4647.398,2537.069,1901.481,146.1044
2013-03-15,2539.87,3471.214,3715.14,853.906,4578.314,2464.619,1841.32,146.1339
2013-03-22,2618.31,3579.92,3827.095,882.001,4723.534,2543.012,1904.462,146.1883
2013-03-29,2495.08,3447.285,3712.22,866.455,4614.603,2405.912,1793.194,146.4623
2013-04-03,2483.55,3397.232,3642.59,835.138,4478.414,2404.36,1789.666,146.8971
2013-04-12,2462.11,3394.517,3643.71,846.612,4497.902,2380.078,1774.505,147.3467
2013-04-19,2533.83,3495.242,3752.879,892.21,4658.769,2450.929,1827.983,147.4058
2013-04-26,2447.31,3367.766,3627.497,889.381,4481.204,2364.563,1766.037,147.637
2013-05-03,2492.91,3448.64,3746.931,939.21,4594.76,2405.2,1795.489,147.9356
2013-05-10,2540.84,3577.327,3912.064,988.3,4750.962,2446.915,1819.117,148.1275
2013-05-17,2592.05,3691.399,4031.555,1023.403,4935.783,2482.309,1843.809,148.2953
2013-05-24,2597.23,3782.071,4160.953,1073.782,5157.081,2465.001,1829.141,148.4224
2013-05-31,2606.43,3841.218,4210.967,1073.023,5131.981,2476.799,1841.366,148.4664
2013-06-07,2484.16,3616.21,3985.51,1030.139,4843.131,2363.084,1760.224,148.2542
2013-06-14,2416.77,3584.978,3975.523,1068.147,4857.517,2287.008,1704.147,148.2534
2013-06-21,2317.39,3446.483,3833.822,1025.497,4674.715,2190.98,1633.164,146.9273
2013-06-28,2200.64,3235.978,3602.107,1011.658,4456.556,2087.053,1552.383,147.9019
2013-07-05,2226.85,3371.529,3756.334,1057.273,4650.118,2090.364,1542.049,148.4459
2013-07-12,2275.37,3425.135,3829.195,1096.296,4691.329,2144.218,1587.589,147.8822
2013-07-19,2190.48,3394.306,3832.159,1116.005,4680.658,2053.871,1511.4,147.3865
2013-07-26,2224.01,3494.159,3968.932,1158.354,4782.697,2077.705,1521.612,147.0846
2013-08-02,2247.26,3533.609,4038.773,1188.851,4825.271,2097.376,1536.505,147.5236
2013-08-09,2286.01,3618.744,4113.434,1172.519,4964.261,2122.1,1553.044,146.9374
2013-08-16,2304.14,3554.348,4032.384,1132.086,4808.74,2161.69,1592.794,146.0209
2013-08-23,2286.93,3627.97,4184.816,1219.825,4951.9,2135.401,1566.293,145.8859
2013-08-30,2313.91,3664.148,4181.742,1185.145,4861.338,2162.922,1589.777,145.9855
2013-09-06,2357.78,3792.832,4352.459,1282.746,5014.068,2203.391,1625.854,145.7755
2013-09-13,2488.9,3849.82,4352.949,1253.448,5030.854,2358.163,1749.244,145.514
2013-09-18,2432.51,3822.123,4366.14,1289.642,5050.697,2297.711,1700.587,145.8115
2013-09-27,2394.97,3822.758,4393.742,1323.759,5164.748,2235.683,1639.152,146.22
2013-09-30,2409.04,3872.893,4470.446,1367.912,5234.505,2242.42,1643.055,146.2373
2013-10-11,2468.51,4026.916,4613.577,1379.9,5349.934,2285.301,1669.268,146.4177
2013-10-18,2426.05,3970.641,4549.987,1349.937,5255.552,2242.553,1636.8,146.0827
2013-10-25,2368.56,3821.779,4388.614,1269.171,5011.097,2199.482,1611.519,145.3834
2013-11-01,2384.96,3702.445,4240.214,1221.962,4864.491,2239.896,1644.752,145.4452
2013-11-08,2307.95,3629.94,4186.175,1211.11,4788.0,2166.322,1587.44,144.4831
2013-11-15,2350.73,3736.452,4324.288,1269.052,4918.329,2191.596,1604.823,142.7625
2013-11-22,2397.96,3842.756,4467.83,1295.067,5001.694,2239.933,1642.496,142.4796
2013-11-29,2438.94,3946.383,4643.3,1366.834,5121.594,2267.763,1661.409,143.2569
2013-12-06,2452.29,3918.783,4430.064,1206.783,4994.728,2283.161,1675.255,143.1065
2013-12-13,2406.64,3925.434,4520.793,1278.143,5052.437,2226.736,1626.41,143.123
2013-12-20,2278.14,3747.002,4348.799,1253.714,4879.132,2106.483,1537.413,142.6816
2013-12-27,2303.48,3800.774,4455.351,1294.302,4946.525,2129.317,1550.221,142.816
2014-01-03,2290.78,3816.316,4531.747,1352.84,5068.632,2110.908,1536.067,142.6274
2014-01-10,2204.85,3628.634,4354.844,1353.302,4860.31,2041.776,1498.268,142.9264
2014-01-17,2178.49,3671.915,4445.2,1395.509,4866.125,2015.101,1475.671,143.1364
2014-01-24,2245.68,3882.668,4695.287,1484.432,5103.421,2062.175,1502.065,143.7056
2014-01-30,2202.45,3885.416,4714.679,1495.978,5030.201,2019.939,1477.345,144.1313
2014-02-07,2212.48,3957.671,4818.246,1532.687,5111.619,2020.602,1475.343,144.4834
2014-02-14,2295.58,4134.16,5000.59,1515.784,5330.344,2094.563,1534.239,144.7865
2014-02-21,2264.29,4121.917,5030.78,1519.665,5280.108,2059.173,1505.331,145.3839
2014-02-28,2178.97,3975.929,4842.524,1434.894,5029.196,1990.219,1464.321,146.5361
2014-03-07,2168.36,4012.447,4949.835,1460.611,4995.105,1974.776,1455.585,146.3294
2014-03-14,2122.84,3888.975,4785.044,1434.021,4834.753,1940.119,1426.395,146.6421
2014-03-21,2158.8,3952.392,4870.013,1419.84,4801.261,1976.932,1464.08,146.4844
2014-03-28,2151.97,3865.295,4671.788,1330.5,4610.323,1980.377,1472.047,146.6085
2014-04-04,2185.47,3939.229,4743.682,1346.738,4761.042,2010.748,1490.334,146.5991
2014-04-11,2270.67,4021.194,4822.712,1363.899,4830.511,2102.399,1565.308,146.744
2014-04-18,2224.48,4029.262,4870.309,1377.419,4824.031,2041.294,1521.278,147.5241
2014-04-25,2167.83,3800.681,4582.632,1291.903,4584.175,2002.834,1501.046,147.718
2014-04-30,2158.66,3766.17,4525.306,1283.209,4552.266,2000.624,1494.808,147.9947
2014-05-09,2133.91,3716.022,4481.835,1258.584,4496.458,1978.212,1480.737,148.8002
2014-05-16,2145.95,3726.656,4472.169,1226.473,4499.775,1994.182,1487.735,148.9435
2014-05-23,2148.41,3786.563,4582.458,1295.998,4584.83,1990.165,1484.375,149.2021
2014-05-30,2156.46,3829.238,4648.233,1318.127,4651.803,1997.897,1482.096,149.8009
2014-06-06,2134.72,3818.333,4662.311,1350.447,4652.06,1979.99,1472.268,150.3926
2014-06-13,2176.24,3891.557,4766.518,1382.733,4745.714,2021.218,1502.961,150.5774
2014-06-20,2136.73,3789.342,4635.064,1333.982,4631.572,1984.521,1484.479,150.7454
2014-06-27,2150.26,3889.323,4829.479,1388.815,4740.34,1982.075,1473.756,150.9367
2014-07-04,2178.7,4004.561,4977.585,1411.638,4845.651,2001.319,1492.463,150.7492
2014-07-11,2148.01,4029.751,4966.176,1359.342,4712.544,1971.395,1468.541,150.8735
2014-07-18,2164.14,4042.521,4910.766,1305.922,4669.831,1991.419,1478.755,150.3166
2014-07-25,2260.45,4089.801,4899.727,1285.768,4713.948,2096.581,1557.015,150.5223
2014-08-01,2329.4,4210.219,5056.042,1325.938,4889.853,2163.66,1607.974,150.7083
2014-08-08,2331.13,4311.697,5206.203,1377.445,4994.171,2153.024,1595.662,150.9377
2014-08-15,2360.64,4423.636,5359.729,1392.451,5106.475,2171.593,1612.004,151.471
2014-08-22,2365.36,4521.752,5524.371,1461.722,5257.881,2157.792,1594.183,151.5866
2014-08-29,2338.29,4427.879,5421.286,1424.469,5203.026,2134.178,1581.284,151.876
2014-09-05,2449.26,4666.474,5722.823,1489.835,5449.023,2235.585,1656.237,152.0391
2014-09-12,2438.36,4756.949,5862.171,1524.121,5510.354,2206.587,1630.204,152.1336
2014-09-19,2425.21,4758.727,5870.094,1499.124,5440.257,2195.139,1619.581,152.8289
2014-09-26,2437.2,4829.94,6015.45,1511.36,5509.83,2193.98,1616.09,153.1572
2014-09-30,2450.99,4916.12,6127.134,1540.87,5604.8,2199.08,1619.7,153.3308
2014-10-10,2466.79,4981.85,6216.978,1554.22,5640.93,2214.32,1621.71,153.5356
2014-10-17,2441.73,4860.73,6058.67,1511.05,5479.35,2196.64,1608.52,154.5702
2014-10-24,2390.71,4774.67,5941.93,1477.59,5410.86,2156.29,1583.42,155.3469
2014-10-31,2508.33,4986.42,6208.61,1513.27,5557.58,2263.77,1657.29,155.9151
2014-11-07,2502.15,4977.26,6228.17,1522.63,5495.87,2248.07,1640.32,157.4404
2014-11-14,2581.09,4909.61,6009.45,1441.21,5324.23,2347.16,1728.81,157.9757
2014-11-21,2583.46,5029.77,6240.77,1504.83,5425.35,2323.97,1714.71,157.6621
2014-11-28,2808.82,5245.27,6478.11,1570.85,5587.2,2570.58,1914.44,158.6375
2014-12-05,3124.89,5333.89,6462.09,1581.91,5697.71,2922.28,2200.25,157.6116
2014-12-12,3193.23,5493.2,6545.19,1623.57,5778.59,2957.72,2193.29,156.9732
2014-12-19,3383.17,5524.12,6438.04,1596.81,5668.15,3206.92,2390.28,157.2085
2014-12-26,3445.84,5422.75,6233.94,1536.08,5565.61,3304.46,2464.82,158.1203
2014-12-31,3533.71,5322.71,6027.52,1471.76,5461.19,3440.6,2581.57,158.32
2015-01-09,3546.72,5409.06,6128.01,1553.24,5667.03,3441.21,2569.02,158.5645
2015-01-16,3635.15,5520.123,6252.075,1639.555,5890.847,3528.496,2653.034,159.6129
2015-01-23,3571.73,5633.289,6502.067,1697.288,6056.395,3423.606,2564.514,160.2752
2015-01-30,3434.39,5632.728,6546.597,1680.58,6046.61,3251.422,2405.38,160.0539
2015-02-06,3312.42,5534.785,6526.949,1730.966,6025.346,3131.178,2325.241,160.2626
2015-02-13,3469.83,5769.272,6815.848,1825.488,6358.961,3266.732,2427.474,160.6773
2015-02-17,3522.32,5911.098,7020.053,1894.306,6568.067,3296.195,2445.26,161.1238
2015-02-27,3572.84,6018.463,7141.888,1928.044,6630.63,3334.105,2474.595,161.2903
2015-03-06,3478.52,6133.026,7338.404,1951.398,6640.891,3203.012,2371.623,160.7998
2015-03-13,3617.66,6329.576,7649.345,2069.072,6932.042,3348.507,2495.277,160.9663
2015-03-20,3892.57,6850.897,8318.829,2213.766,7423.805,3596.394,2680.679,160.8039
2015-03-27,3971.7,7155.945,8710.291,2323.818,7877.509,3636.209,2689.24,160.2492
2015-04-03,4170.54,7679.01,9419.201,2510.16,8476.135,3799.086,2817.181,160.1959
2015-04-10,4344.42,7952.189,9600.401,2552.829,8519.187,4000.756,2986.605,159.812
2015-04-17,4596.14,7980.76,9567.695,2463.99,8442.205,4327.754,3235.332,160.5966
2015-04-24,4702.64,8419.095,10123.91,2734.75,8889.791,4352.194,3223.958,161.5869
2015-04-30,4749.89,8469.673,10180.49,2857.89,8777.176,4428.058,3250.49,161.9739
2015-05-08,4558.4,8201.293,10274.38,2973.596,8937.736,4226.723,3110.455,161.9945
2015-05-15,4617.47,8742.885,11217.93,3145.335,9632.983,4198.27,3060.411,163.1677
2015-05-22,4951.34,9778.171,12687.29,3516.627,10929.201,4462.632,3248.855,163.099
2015-05-29,4840.83,9966.845,13027.21,3542.844,10972.107,4311.77,3111.334,162.6454
2015-06-05,5230.55,11144.52,14465.75,3885.832,11718.204,4600.865,3303.988,162.8664
2015-06-12,5335.12,11545.89,15006.34,3899.705,11996.52,4649.8,3350.248,162.879
2015-06-19,4637.052,9987.407,13024.716,3314.976,10273.54,4049.252,2903.057,163.159
2015-06-26,4336.195,9078.065,11730.748,2920.703,9306.016,3850.013,2736.695,163.2224
2015-07-03,3885.917,7355.491,9358.732,2605.276,8068.065,3562.392,2582.266,163.3807
2015-07-10,4106.556,7244.784,8620.272,2535.889,8001.471,3928.117,2898.41,164.1717
2015-07-17,4151.496,7994.697,9541.259,2783.324,8742.147,3839.966,2807.065,164.2701
2015-07-24,4176.279,8425.074,10449.75,2897.824,9075.246,3791.103,2741.044,164.9047
2015-07-31,3816.699,7727.061,9223.636,2539.844,8336.12,3444.314,2461.24,165.3295
2015-08-07,3906.945,8013.319,9585.136,2576.993,8605.333,3509.336,2503.796,165.7117
2015-08-14,4073.54,8625.242,10377.979,2674.022,9043.352,3628.346,2577.038,165.6699
2015-08-21,3589.536,7612.902,9208.154,2341.954,8009.027,3202.77,2271.359,165.9297
2015-08-28,3342.286,6842.894,8270.959,2082.124,7293.457,3035.749,2159.958,166.4696
2015-09-02,3365.832,6122.553,7129.97,1855.032,6849.937,3127.117,2243.631,166.8748
2015-09-11,3347.188,6493.319,7952.136,2060.505,7094.412,3068.234,2195.391,166.9642
2015-09-18,3251.273,6036.881,7556.203,1983.298,6615.403,3038.956,2198.99,167.2509
2015-09-25,3231.951,6108.376,7640.173,2020.972,6708.308,3003.668,2183.404,167.2632
2015-09-30,3202.948,6123.727,7727.509,2082.673,6779.704,2965.187,2146.118,167.5353
2015-10-09,3340.116,6470.051,8180.397,2216.656,7133.516,3074.59,2219.294,167.8321
2015-10-16,3534.065,7047.56,8943.018,2449.03,7710.468,3214.444,2323.775,168.4231
2015-10-23,3571.241,7138.234,9182.553,2538.383,7823.706,3243.952,2343.965,168.8832
2015-10-30,3534.079,7084.971,9188.266,2478.277,7795.92,3204.226,2312.974,169.4636
2015-11-06,3793.374,7446.847,9629.28,2661.412,8265.496,3443.426,2493.484,169.1902
2015-11-13,3746.242,7567.108,9934.769,2710.161,8345.631,3380.969,2447.773,168.9092
2015-11-20,3774.383,7806.266,10440.352,2800.15,8580.416,3402.841,2466.757,168.9055
2015-11-27,3556.992,7376.124,9933.496,2649.55,8096.449,3219.75,2334.44,169.3171
2015-12-04,3677.592,7511.675,10081.573,2692.161,8235.208,3341.048,2397.562,169.8869
2015-12-11,3608.059,7290.702,9946.121,2671.292,8082.685,3275.618,2342.453,170.4001
2015-12-18,3767.913,7699.37,10629.97,2830.259,8478.873,3403.382,2422.835,170.7514
2015-12-25,3838.201,7792.124,10726.991,2794.73,8565.717,3482.117,2492.336,171.8938
2015-12-31,3731.005,7617.689,10614.379,2714.048,8393.825,3388.419,2420.801,172.1494
2016-01-08,3361.563,6570.432,8876.253,2248.99,7200.3,3116.66,2219.612,172.255
2016-01-15,3118.73,5893.682,7868.168,2112.902,6632.113,2909.854,2070.928,173.0058
2016-01-22,3113.463,5980.611,8074.285,2149.586,6700.964,2900.293,2061.962,172.9364
2016-01-29,2946.09,5469.125,7385.759,1994.065,6272.912,2767.023,1973.005,172.5331
2016-02-05,2963.789,5664.197,7718.708,2096.986,6399.217,2767.554,1967.26,172.5518
2016-02-19,3051.585,5979.516,8239.256,2211.006,6714.978,2823.199,2004.107,172.98
2016-02-26,2948.031,5648.938,7666.823,2014.92,6304.217,2750.959,1955.395,173.0313
2016-03-04,3093.89,5621.561,7418.801,1907.041,6261.244,2939.216,2122.269,173.3309
2016-03-11,3018.284,5508.982,7349.567,1934.87,6140.842,2872.234,2070.724,173.7005
2016-03-18,3171.963,5949.263,8097.204,2177.87,6632.239,2980.066,2141.177,174.1255
2016-03-25,3197.817,6077.431,8343.242,2216.086,6812.943,2994.73,2149.204,174.2659
2016-04-01,3221.895,6124.528,8389.287,2205.369,6799.114,3016.821,2167.782,174.3101
2016-04-08,3185.726,6168.742,8484.174,2229.934,6830.381,2965.532,2123.804,174.2168
2016-04-15,3272.205,6384.35,8841.095,2309.676,7011.919,3040.504,2182.067,173.6693
2016-04-22,3174.901,6011.32,8282.424,2136.924,6611.613,2989.125,2157.724,173.2673
2016-04-29,3156.745,5985.594,8291.699,2138.738,6616.827,2967.894,2135.509,173.015
2016-05-06,3130.354,5961.489,8276.033,2129.194,6563.617,2934.574,2107.009,173.2119
2016-05-13,3074.935,5714.311,7806.957,2025.223,6398.485,2896.575,2076.188,173.7667
2016-05-20,3078.218,5732.902,7860.128,2065.301,6433.558,2900.181,2083.117,173.592
2016-05-27,3062.499,5739.59,7912.864,2069.885,6420.716,2885.857,2074.92,173.6965
2016-06-03,3189.326,6032.603,8391.763,2204.974,6802.302,2993.094,2152.637,173.6675
2016-06-08,3163.986,6023.878,8431.892,2186.544,6809.42,2967.106,2132.963,173.8281
2016-06-17,3110.357,5964.272,8414.508,2122.89,6720.074,2926.458,2102.201,174.2968
2016-06-24,3077.155,5903.62,8428.823,2127.364,6658.703,2891.501,2076.3,174.6104
2016-07-01,3154.2,6111.539,8710.517,2211.177,6875.682,2963.829,2127.094,175.0839
2016-07-08,3192.28,6299.853,8939.259,2239.002,6987.699,2974.103,2148.761,175.5528
2016-07-15,3276.278,6441.016,8982.886,2263.784,7093.012,3039.903,2192.394,175.7411
2016-07-22,3225.162,6390.925,8931.966,2249.999,7002.719,2984.06,2157.232,176.3758
2016-07-29,3203.93,6202.892,8501.09,2122.412,6736.08,2982.378,2155.239,176.6561
2016-08-05,3205.11,6203.287,8505.364,2109.055,6729.824,2987.974,2148.682,177.0727
2016-08-12,3294.234,6299.092,8615.053,2123.841,6829.867,3083.372,2222.488,177.8145
2016-08-19,3365.02,6499.555,8923.363,2204.556,7021.191,3132.039,2249.342,177.9866
2016-08-26,3307.09,6410.734,8814.464,2189.749,6942.077,3079.513,2219.308,177.8777
2016-09-02,3314.114,6356.954,8724.942,2170.857,6872.163,3096.004,2229.893,177.9186
2016-09-09,3318.044,6471.053,8872.314,2202.967,6935.741,3093.338,2229.31,177.9919
2016-09-14,3238.73,6278.158,8618.149,2144.557,6726.92,3021.965,2176.523,178.0891
2016-09-23,3275.667,6370.583,8729.611,2156.51,6822.026,3057.901,2196.29,178.4914
2016-09-30,3253.285,6328.086,8661.019,2149.901,6783.591,3042.62,2177.352,178.7931
2016-10-14,3305.848,6469.492,8913.695,2194.227,6931.369,3087.716,2209.815,179.4169
2016-10-21,3327.74,6475.281,8943.011,2180.996,6948.867,3116.214,2240.75,179.9529
