,沪深300,中证500,中证1000,创业板,中小100,中证100,上证50,中证全债
2016-10-28,3340.126,6455.835,8914.617,2165.433,6911.974,3129.434,2253.802,179.7716
2016-11-04,3354.175,6462.593,8979.926,2145.229,6895.156,3143.562,2271.926,179.7371
2016-11-11,3417.221,6583.886,9121.509,2147.107,6941.249,3201.37,2308.429,179.4086
2016-11-18,3417.455,6602.327,9146.214,2157.959,6928.973,3202.081,2307.274,178.5181
2016-11-25,3521.298,6652.818,9134.815,2167.527,6921.688,3323.554,2393.946,178.6983
2016-12-02,3528.955,6520.975,8900.414,2143.451,6858.433,3348.148,2416.508,177.7082
2016-12-09,3493.7,6513.916,8881.343,2099.887,6831.713,3317.529,2411.314,177.0334
2016-12-16,3346.031,6318.524,8559.991,1998.113,6543.183,3168.807,2302.315,174.4493
2016-12-23,3307.599,6281.997,8509.361,1964.541,6497.709,3123.198,2278.478,174.6612
2016-12-30,3310.081,6263.626,8490.861,1962.058,6472.232,3134.446,2286.898,175.5946
2017-01-06,3347.667,6371.617,8609.899,1965.03,6520.044,3169.13,2308.936,175.5081
2017-01-13,3319.912,6194.658,8286.241,1899.942,6324.508,3164.272,2308.055,175.8986
2017-01-20,3354.889,6121.998,8087.772,1880.748,6265.487,3213.695,2347.183,175.5087
2017-01-26,3387.961,6223.706,8205.871,1886.232,6341.376,3241.146,2364.024,175.204
2017-02-03,3364.492,6207.092,8182.279,1876.76,6335.561,3212.401,2339.989,175.0574
2017-02-10,3413.487,6337.108,8380.786,1904.684,6442.277,3253.215,2368.183,174.1974
2017-02-17,3421.442,6307.163,8324.417,1882.868,6465.448,3264.707,2362.709,174.466
2017-02-24,3473.852,6476.166,8543.449,1938.444,6635.269,3304.367,2389.877,174.8278
2017-03-03,3427.863,6452.839,8505.452,1928.289,6679.277,3248.565,2347.146,174.7322
2017-03-10,3427.892,6447.917,8537.78,1950.007,6718.107,3249.435,2339.234,174.4113
2017-03-17,3445.805,6483.246,8603.865,1949.661,6759.796,3264.491,2346.96,174.8533
2017-03-24,3489.6,6546.615,8602.29,1965.136,6861.223,3309.138,2365.604,174.8533
2017-03-31,3456.046,6401.6479,8339.146,1907.338,6745.679,3288.07,2359.752,175.0148
2017-04-07,3517.463,6578.726,8544.747,1946.048,6882.713,3334.103,2388.271,175.1681
2017-04-14,3486.505,6528.1624,8345.652,1887.46,6774.889,3300.507,2355.52,175.2152
2017-04-21,3466.787,6300.7128,7945.39,1839.006,6691.462,3306.294,2347.675,174.5577
2017-04-28,3439.753,6211.8624,7842.082,1850.733,6640.18,3287.388,2347.039,174.3043
2017-05-05,3382.55,6089.6828,7700.265,1818.191,6493.176,3253.418,2320.602,173.8041
2017-05-12,3385.379,5863.7832,7371.302,1774.627,6403.11,3300.447,2375.45,172.9242
2017-05-19,3403.849,5974.9772,7510.106,1801.077,6496.074,3304.358,2361.662,172.8696
2017-05-26,3480.435,5836.9338,7233.338,1759.631,6442.213,3430.629,2471.214,172.9642
2017-06-02,3486.507,5772.5174,7094.427,1745.926,6420.93,3444.825,2475.464,173.228
2017-06-09,3576.17,5969.2741,7348.521,1796.134,6695.286,3525.371,2519.273,173.4469
2017-06-16,3518.761,6012.9996,7442.953,1810.052,6704.948,3446.666,2452.79,174.2474
2017-06-23,3622.883,6010.3137,7376.665,1807.428,6823.528,3570.202,2529.098,174.7166
2017-06-30,3666.798,6138.1556,7465.762,1818.066,6946.426,3608.659,2549.968,175.245
2017-07-07,3655.929,6226.0108,7623.38,1835.439,6971.457,3579.82,2543.658,175.4235
2017-07-14,3703.094,6128.7397,7433.18,1745.567,6916.644,3672.698,2622.984,175.7186
2017-07-21,3728.598,6126.1083,7252.707,1690.145,6956.813,3693.505,2639.213,175.861
2017-07-28,3721.891,6215.4633,7386.208,1734.073,6995.557,3674.461,2636.394,175.7822
2017-08-04,3707.58,6225.1151,7389.146,1719.617,6913.447,3651.235,2627.803,175.7916
2017-08-11,3647.35,6161.1903,7328.402,1742.139,6892.317,3583.257,2570.257,175.6895
2017-08-18,3724.675,6347.7557,7576.055,1821.803,7163.475,3641.701,2613.265,175.8129
2017-08-25,3795.754,6346.5305,7559.306,1812.878,7196.627,3749.467,2706.242,175.5196
2017-09-01,3830.538,6526.5046,7739.905,1865.25,7383.457,3762.627,2710.119,175.4423
2017-09-08,3825.99,6574.1826,7838.796,1885.273,7448.771,3749.45,2686.69,175.6954
2017-09-15,3831.297,6622.0438,7880.566,1875.634,7488.369,3748.014,2668.376,175.9411
2017-09-22,3837.73,6572.0096,7849.727,1866.424,7525.397,3775.33,2679.053,176.003
2017-09-29,3836.501,6603.2587,7842.586,1866.981,7561.776,3769.667,2672.327,176.2239
2017-10-13,3921.002,6709.8164,7972.419,1926.074,7784.125,3858.451,2713.377,176.3431
2017-10-20,3926.852,6571.424,7751.428,1880.214,7752.529,3889.927,2737.641,176.1837
2017-10-27,4021.968,6630.8067,7770.713,1896.223,7820.656,4007.658,2814.272,175.9497
2017-11-03,3992.698,6426.9799,7476.981,1832.966,7756.578,3993.88,2800.469,175.594
2017-11-10,4111.911,6641.2164,7669.971,1900.63,8068.458,4102.246,2862.343,175.4733
2017-11-17,4120.851,6361.9415,7272.656,1833.895,7801.451,4167.019,2938.798,175.0417
2017-11-24,4104.203,6278.0287,7139.553,1782.656,7731.24,4168.585,2936.834,174.4923
2017-12-01,3998.137,6316.4072,7215.776,1804.622,7645.366,4030.525,2842.184,174.6363
2017-12-08,4003.379,6203.1433,7078.001,1792.155,7544.586,4050.912,2865.341,174.973
2017-12-15,3980.856,6235.7608,7122.748,1783.973,7586.944,4020.941,2820.167,174.9126
2017-12-22,4054.598,6242.8847,7037.397,1779.339,7615.202,4118.874,2880.773,175.0194
2017-12-29,4030.855,6250.8207,7017.351,1752.652,7554.856,4081.247,2860.436,175.0009
2018-01-05,4138.751,6417.2537,7176.868,1801.418,7715.803,4198.476,2932.356,175.1625
2018-01-12,4225.001,6399.3737,7127.828,1785.705,7755.686,4334.226,3018.596,175.1232
2018-01-19,4285.395,6272.38,6938.312,1728.139,7560.667,4436.89,3117.821,175.0271
2018-01-26,4381.3,6383.6312,7056.013,1816.8,7675.401,4540.852,3172.778,175.3052
2018-02-02,4271.233,6004.8494,6487.867,1702.426,7291.822,4463.058,3149.641,175.6037
2018-02-09,3840.653,5554.8974,6053.02,1592.51,6795.807,3989.358,2810.027,175.9766
2018-02-14,3966.961,5754.8344,6230.663,1646.771,7087.031,4115.388,2871.787,176.2656
2018-02-23,4071.089,5897.6765,6365.916,1668.834,7285.174,4228.189,2957.171,176.4503
2018-03-02,4016.461,6056.3354,6632.371,1772.005,7456.246,4122.086,2864.183,177.1003
2018-03-09,4108.865,6206.9754,6837.126,1856.455,7665.167,4208.857,2908.197,177.3432
2018-03-16,4056.423,6146.3058,6805.926,1821.322,7563.496,4152.881,2870.732,177.5042
2018-03-23,3904.936,5787.1523,6402.893,1726.02,7160.371,4016.174,2791.467,178.4674
2018-03-30,3898.498,6114.7382,6798.668,1900.481,7443.586,3942.113,2722.153,178.7532
2018-04-04,3854.863,6017.6863,6708.922,1836.812,7280.351,3905.425,2702.369,179.1407
2018-04-13,3871.144,6027.1867,6721.663,1824.594,7292.317,3924.843,2726.396,179.8003
2018-04-20,3760.854,5880.8359,6535.963,1782.808,7065.41,3816.496,2647.376,181.508
2018-04-27,3756.877,5860.9836,6517.054,1805.595,6998.767,3809.329,2653.544,181.1057
2018-05-04,3774.598,5909.2944,6531.293,1814.854,7129.327,3815.563,2646.355,181.1811
2018-05-11,3872.838,5991.3424,6636.767,1834.779,7287.983,3926.404,2724.716,180.8314
2018-05-18,3903.064,5995.1497,6620.775,1836.753,7341.238,3956.675,2740.535,180.6914
2018-05-25,3816.498,5917.7978,6541.4497,1804.548,7193.438,3851.491,2661.2911,181.2052
2018-06-01,3770.5891,5685.1155,6243.7318,1709.547,7001.545,3838.309,2647.1867,181.3702
2018-06-08,3779.6159,5669.3031,6205.9557,1711.522,7035.084,3863.897,2652.0823,181.2314
2018-06-15,3753.4338,5483.9446,5928.0725,1641.662,6817.148,3872.598,2667.9751,181.502
2018-06-22,3608.9046,5160.1228,5541.3742,1549.66,6498.969,3737.844,2583.708,181.9182
2018-06-29,3510.9845,5217.7643,5608.5358,1606.714,6477.764,3600.848,2479.9115,182.6195
2018-07-06,3365.1227,4996.6299,5374.5801,1541.313,6162.291,3468.403,2402.617,183.3688
2018-07-13,3492.6897,5204.1855,5561.6853,1618.463,6504.019,3582.304,2476.8642,183.5704
2018-07-20,3492.8938,5175.2516,5541.2117,1609.547,6479.21,3594.447,2493.765,184.1284
2018-07-27,3521.2269,5249.2904,5630.2272,1594.567,6468.871,3625.749,2525.0915,184.3314
2018-08-03,3315.2839,4929.75,5255.6309,1481.606,5942.001,3431.922,2413.5032,185.3406
2018-08-10,3405.0191,5030.5148,5342.0468,1511.707,6083.432,3544.063,2503.2058,185.1986
2018-08-17,3229.6198,4803.0285,5084.207,1434.305,5761.119,3361.873,2374.1729,184.6352
2018-08-24,3325.3347,4852.2887,5116.1391,1450.091,5851.908,3477.401,2471.9989,184.4776
2018-08-31,3334.5036,4814.8237,5057.9848,1435.2,5844.983,3487.982,2474.4765,184.6557
2018-09-07,3277.6438,4791.7779,5022.2844,1425.228,5714.392,3422.246,2437.677,184.5909
2018-09-14,3241.7006,4670.0799,4907.9587,1366.565,5533.302,3405.751,2425.3492,184.5121
2018-09-21,3410.4856,4805.2151,5011.6909,1411.119,5749.204,3604.848,2573.6031,184.6016
2018-09-28,3438.8649,4800.7287,4987.2727,1411.339,5750.77,3641.081,2606.6676,185.0886
2018-10-12,3170.7262,4278.0353,4427.6804,1268.405,5099.711,3401.646,2444.1305,185.8202
2018-10-19,3134.9455,4127.9854,4241.2335,1249.889,5009.14,3389.76,2446.3196,186.2355
2018-10-26,3173.635,4233.9585,4359.4744,1263.188,5027.147,3414.426,2468.9096,186.6393
2018-11-02,3290.2455,4437.9456,4564.1771,1348.279,5317.608,3515.666,2542.768,187.0422
2018-11-09,3167.4442,4368.6143,4561.2128,1322.83,5089.841,3366.862,2434.212,187.546
2018-11-16,3257.6735,4659.0965,4923.9862,1403.282,5345.528,3427.763,2461.4445,188.5165
2018-11-23,3143.4752,4374.7644,4642.1171,1308.738,5043.899,3329.63,2399.2026,188.7919
2018-11-30,3172.69,4376.6511,4648.1837,1329.388,5087.571,3359.697,2428.0445,189.0051
2018-12-07,3181.5646,4410.9593,4731.9019,1341.018,5128.492,3364.169,2430.7223,189.7654
2018-12-14,3165.9109,4337.1025,4641.8881,1310.457,5014.621,3360.633,2423.3814,189.8339
2018-12-21,3029.3951,4231.144,4517.7798,1270.304,4769.657,3202.922,2306.1451,189.9685
2018-12-28,3010.6536,4168.0363,4430.0238,1250.525,4703.027,3185.828,2293.0985,190.4823
2019-01-04,3035.8741,4210.8786,4497.8933,1245.156,4716.471,3213.014,2314.6466,191.4781
2019-01-11,3094.7782,4314.8757,4621.6108,1261.56,4863.626,3273.395,2354.4987,192.0041
2019-01-18,3168.1739,4347.8112,4626.4129,1269.504,4926.272,3356.904,2417.363,192.2247
2019-01-25,3184.4696,4318.4417,4607.9448,1265.494,4945.273,3382.119,2441.64,192.0775
2019-02-01,3247.3971,4294.2696,4482.9853,1271.274,5004.489,3465.242,2499.6442,192.406
2019-02-15,3338.7047,4502.7348,4773.5144,1357.836,5313.987,3531.436,2517.4622,192.9339
2019-02-22,3520.1182,4777.2977,5059.5092,1456.298,5688.879,3704.305,2623.0736,192.8335
2019-03-01,3749.7143,5067.225,5364.3661,1567.873,5939.921,3963.819,2819.4681,192.3619
2019-03-08,3657.579,5245.6999,5633.3187,1654.485,6081.053,3806.416,2685.592,192.5314
2019-03-15,3745.005,5359.0087,5777.1086,1662.622,6198.559,3894.706,2755.8053,192.4975
2019-03-22,3833.8013,5622.1402,6014.5459,1693.865,6367.467,3968.94,2795.3909,192.6944
2019-03-29,3872.3412,5547.6561,5911.2119,1693.547,6379.977,4027.946,2838.5054,193.1958
2019-04-04,4062.2309,5871.5575,6260.0695,1777.262,6662.742,4207.739,2951.9848,192.4912
2019-04-12,3988.6168,5714.3676,6101.2045,1695.729,6411.38,4160.739,2920.5151,192.2632
2019-04-19,4120.6078,5810.1798,6255.252,1715.795,6530.412,4336.8594,3042.4321,191.7746
2019-04-26,3889.2748,5408.0306,5834.3774,1657.824,6102.363,4103.051,2892.8568,191.6544
2019-04-30,3913.211,5307.56,5682.2357,1623.781,6044.436,4154.379,2945.2438,191.7562
2019-05-10,3730.4513,5064.323,5445.5262,1533.871,5742.935,3953.0,2793.7589,192.6682
2019-05-17,3648.7609,4942.5792,5330.9863,1478.748,5546.333,3881.003,2735.2124,193.0911
2019-05-24,3593.9139,4841.7573,5200.774,1443.746,5357.336,3823.397,2702.0252,193.1057
2019-05-31,3629.7893,4912.0005,5334.2477,1483.657,5474.764,3850.458,2728.9459,193.3205
2019-06-06,3564.6778,4678.7844,5030.8005,1416.055,5262.866,3808.938,2706.7621,193.7487
2019-06-14,3654.8799,4795.5267,5173.0685,1453.957,5416.594,3910.983,2785.6055,193.7931
2019-06-21,3833.9383,5021.3051,5406.04,1523.808,5688.935,4108.156,2938.7729,194.1598
2019-06-28,3825.5873,4950.4798,5321.4331,1511.507,5678.745,4103.708,2930.5982,194.4199
2019-07-05,3893.2025,5042.6599,5424.2503,1547.737,5799.304,4178.739,2961.9222,195.1297
2019-07-12,3808.7311,4861.5679,5219.1888,1518.074,5625.792,4096.798,2902.1295,195.2405
2019-07-19,3807.9551,4878.6903,5220.0273,1541.981,5625.468,4085.7704,2895.6249,195.3811
2019-07-26,3858.5688,4898.1099,5216.6018,1561.855,5795.016,4139.479,2939.3547,195.5941
2019-08-02,3747.4379,4809.9198,5091.0633,1556.744,5669.615,4013.823,2843.7704,196.0668
2019-08-09,3633.5296,4600.3526,4869.7924,1507.706,5455.935,3905.208,2772.1492,196.7892
2019-08-16,3710.5386,4722.6625,5013.5824,1567.992,5673.09,3974.754,2824.2258,197.186
2019-08-23,3820.8638,4887.9024,5197.5481,1615.559,5865.105,4096.192,2917.3773,197.1233
2019-08-30,3799.5863,4886.494,5182.9555,1610.898,5883.09,4063.476,2872.401,197.1586
2019-09-06,3948.5075,5154.6378,5468.4591,1692.239,6177.702,4206.936,2981.0728,197.4999
2019-09-12,3972.3799,5242.6115,5592.9216,1710.572,6238.588,4226.3066,2999.5617,197.4383
2019-09-20,3935.6511,5204.4848,5556.4776,1705.047,6253.909,4175.656,2963.4349,197.3521
2019-09-27,3852.6534,5005.6299,5291.4359,1647.533,6077.233,4114.714,2929.4659,197.2697
2019-09-30,3814.5282,4940.903,5232.3865,1627.545,5997.804,4073.041,2897.7027,197.3456
2019-10-11,3911.7253,5055.5165,5370.6541,1666.834,6104.156,4182.3676,2983.1198,197.5421
2019-10-18,3869.3777,4961.8072,5280.5324,1648.625,6044.629,4143.1805,2963.1753,197.4779
2019-10-25,3896.7923,4994.5684,5300.0943,1675.34,6163.929,4163.324,2967.0517,197.3279
2019-11-01,3952.3872,4962.3495,5303.9905,1686.998,6217.911,4234.516,3002.6488,196.8947
2019-11-08,3973.0107,4988.2938,5321.7779,1711.215,6309.009,4244.078,3012.4594,197.2482
2019-11-15,3877.0892,4868.4367,5152.5637,1674.783,6197.524,4140.4662,2954.7013,197.6514
2019-11-22,3849.9948,4904.0828,5181.1093,1679.802,6175.567,4093.212,2922.2669,198.4577
2019-11-29,3828.6706,4894.9416,5126.6146,1664.896,6096.476,4063.946,2894.7154,198.5844
2019-12-06,3902.3853,5010.5104,5275.5098,1726.801,6289.46,4130.571,2939.8184,198.6872
2019-12-13,3968.2211,5073.6858,5375.9765,1755.413,6339.257,4211.014,3006.3127,198.9216
2019-12-20,4017.2527,5184.6752,5501.1575,1771.706,6495.229,4251.421,3012.6257,199.1065
2019-12-27,4022.0278,5179.1929,5498.9254,1767.581,6500.484,4247.193,3017.7787,199.7998
2020-01-03,4144.9649,5380.6372,5706.0438,1836.011,6829.664,4349.7042,3078.2793,199.9015
2020-01-10,4163.1849,5480.2279,5851.8928,1904.194,6981.076,4356.824,3067.881,200.3074
2020-01-17,4154.853,5510.0453,5879.4121,1932.51,7110.721,4334.2564,3053.1729,200.5677
2020-01-23,4003.9013,5377.7411,5699.0083,1927.741,7040.36,4153.2157,2932.4932,201.265
2020-02-07,3899.8693,5327.0369,5583.5955,2015.799,6996.563,4016.0016,2851.7105,202.9566
2020-02-14,3987.7342,5420.8025,5727.8291,2069.218,7215.125,4090.182,2895.0644,203.2819
2020-02-21,4149.4903,5784.0321,6243.4783,2226.638,7686.877,4218.948,2968.1381,203.329
2020-02-28,3940.0488,5451.2897,5870.9664,2071.566,7256.439,4016.823,2821.0419,204.0895
2020-03-06,4138.5072,5763.8602,6296.7385,2192.936,7566.089,4218.165,2964.8348,204.5933
2020-03-13,3895.3128,5457.2006,5945.4645,2030.58,7052.237,3975.9214,2798.7695,204.9958
2020-03-20,3653.2239,5219.2809,5670.471,1915.046,6635.785,3710.406,2628.4161,204.7515
2020-03-27,3710.0605,5137.3371,5553.6122,1903.881,6545.824,3801.584,2701.4447,205.5552
2020-04-03,3713.2183,5107.0393,5507.1187,1906.674,6632.783,3809.8349,2708.8246,206.0676
2020-04-10,3769.1782,5208.5102,5637.5316,1949.884,6705.052,3868.4403,2749.8466,207.8311
2020-04-17,3839.4871,5318.4547,5710.0533,2020.769,6887.65,3931.401,2809.0757,208.2578
2020-04-24,3796.9721,5273.5474,5675.5096,2003.747,6795.829,3898.2322,2776.0245,208.8015
2020-04-30,3912.5772,5353.8595,5678.1658,2069.432,7087.227,4014.9375,2861.9077,209.0289
2020-05-08,3963.6217,5507.6965,5862.7665,2125.243,7231.932,4046.1769,2873.0125,208.4774
2020-05-15,3912.8159,5507.9336,5889.9767,2124.31,7164.746,3982.681,2819.6911,207.7355
2020-05-22,3824.064,5328.2268,5683.9962,2046.595,6940.097,3907.182,2775.8096,207.7549
2020-05-29,3867.0232,5406.3403,5816.4003,2086.665,6995.415,3952.131,2806.6643,206.758
2020-06-05,4001.2509,5585.4231,6015.3274,2166.375,7333.62,4098.547,2896.3495,204.9469
2020-06-12,4003.0829,5591.4871,6031.1709,2206.764,7405.201,4085.906,2884.1157,205.2805
2020-06-19,4098.7095,5787.1482,6187.1082,2319.449,7712.129,4165.051,2925.9356,204.7496
2020-06-24,4138.9895,5789.0893,6227.5693,2382.473,7865.161,4187.0869,2943.4733,204.5521
2020-07-03,4419.5955,6051.5099,6478.3539,2462.562,8287.898,4496.9977,3159.1583,205.0141
2020-07-10,4753.1333,6676.4373,7150.4243,2778.456,9149.69,4768.145,3351.78,203.2019
2020-07-17,4544.7007,6344.5912,6772.5322,2662.402,8760.506,4564.9053,3185.8909,203.5084
2020-07-24,4505.5906,6283.9831,6784.6347,2627.842,8555.142,4506.8214,3158.2854,204.5469
2020-07-31,4695.0462,6579.6696,7141.592,2795.399,9087.859,4635.073,3249.3375,204.1625
2020-08-07,4707.9262,6688.8822,7339.8113,2749.953,9095.928,4632.6157,3263.7455,204.0315
2020-08-14,4704.6288,6623.5633,7183.9582,2668.712,9024.885,4684.4674,3288.5141,204.2242
2020-08-21,4718.8431,6643.9444,7194.274,2632.452,9057.329,4711.054,3284.7267,203.9568
2020-08-28,4844.2652,6691.2096,7204.7816,2757.838,9269.864,4850.413,3368.4384,203.277
2020-09-04,4770.219,6618.5762,7182.1053,2732.154,9084.623,4769.722,3309.2096,203.0956
2020-09-11,4627.2826,6311.967,6742.0594,2536.618,8613.314,4673.3088,3265.4966,203.2429
2020-09-18,4737.0887,6469.4692,6929.7672,2596.081,8828.556,4787.818,3347.7784,203.2905
2020-09-25,4570.0216,6236.8904,6634.3886,2540.426,8559.036,4607.6116,3229.7769,203.483
2020-09-30,4587.3953,6192.5045,6617.1587,2574.758,8671.935,4630.33,3232.4183,203.3616
2020-10-09,4681.1412,6357.9711,6822.3647,2672.934,8936.371,4699.679,3286.8572,203.3281
2020-10-16,4791.676,6428.6822,6906.3883,2724.496,9071.6,4852.0132,3380.1689,203.192
2020-10-23,4718.4881,6213.2626,6641.3292,2600.842,8816.057,4837.72,3346.608,203.7394
2020-10-30,4695.3338,6111.4803,6511.1579,2655.864,8967.109,4778.257,3280.3835,203.9971
2020-11-06,4885.7178,6301.2477,6688.6623,2733.071,9329.939,4993.615,3359.1193,204.2604
2020-11-13,4856.8513,6306.97,6686.3913,2706.813,9144.646,4957.8598,3338.3101,204.0052
2020-11-20,4943.2882,6422.9854,6766.0605,2667.092,9135.081,5067.6725,3411.9323,203.5953
2020-11-27,4980.765,6351.6119,6641.7734,2618.99,9028.194,5136.262,3498.6589,203.9807
2020-12-04,5065.9163,6464.7345,6746.6295,2730.837,9273.676,5202.048,3541.5209,204.4193
2020-12-11,4889.6292,6209.427,6498.2391,2687.78,8942.295,5017.7479,3427.8565,204.5742
2020-12-18,4999.9678,6291.918,6573.4036,2780.73,9096.283,5142.88,3507.9743,204.8909
2020-12-25,5042.0137,6278.4981,6561.2749,2840.8,9343.213,5169.6098,3512.4862,205.5809
2020-12-31,5211.2885,6367.1149,6646.4735,2966.256,9545.183,5358.157,3640.6389,206.0156
2021-01-08,5495.4306,6557.5964,6585.3587,3150.779,10318.909,5652.0757,3788.3191,206.4105
2021-01-15,5458.0812,6417.5011,6528.461,3089.944,10109.689,5625.7084,3817.9345,206.8614
2021-01-22,5569.776,6637.8052,6721.9167,3358.237,10510.312,5699.6285,3846.3945,207.0245
2021-01-29,5351.9646,6346.1371,6304.1181,3128.864,9992.64,5522.7779,3713.2471,206.6157
2021-02-05,5483.414,6239.8709,6045.297,3193.706,10052.682,5716.012,3840.7663,206.4437
2021-02-10,5807.7191,6525.1658,6303.3064,3413.81,10797.846,6030.5374,4028.5289,206.5237
2021-02-19,5778.842,6703.4821,6527.6465,3285.534,10684.733,5993.803,4014.4564,206.4933
2021-02-26,5336.7609,6364.3529,6325.4046,2914.112,9706.988,5531.5294,3756.8597,206.6406
2021-03-05,5262.7958,6403.4964,6456.2791,2871.971,9705.346,5441.1369,3688.6818,206.9897
2021-03-12,5146.3786,6222.3802,6220.4779,2756.812,9215.097,5346.921,3632.5784,207.1829
2021-03-19,5007.0907,6206.6023,6250.8147,2671.517,8899.01,5183.7,3512.0203,207.4568
2021-03-26,5037.9899,6251.7941,6301.3414,2745.4,8950.899,5210.2012,3529.7282,207.8802
2021-04-02,5161.5569,6326.6059,6361.2515,2852.229,9114.219,5338.8639,3616.7636,208.0815
2021-04-09,5035.3374,6335.2393,6399.5218,2783.326,8887.388,5178.593,3514.1106,208.2213
2021-04-16,4966.1811,6339.5906,6368.846,2783.373,8756.816,5098.575,3448.1042,208.7929
2021-04-23,5135.4534,6462.7558,6453.3025,2994.488,9228.051,5267.6268,3524.0216,209.1936
2021-04-30,5123.489,6485.7075,6382.1364,3091.395,9266.215,5238.637,3491.1877,209.095
2021-05-07,4996.0527,6444.4429,6320.2529,2910.41,8971.317,5101.7223,3406.3103,209.3229
2021-05-14,5110.5901,6525.8036,6462.4764,3033.805,9006.352,5211.874,3503.037,209.6879
2021-05-21,5134.1483,6527.864,6480.3741,3113.258,9230.842,5219.8629,3481.8619,210.2349
2021-05-28,5321.0886,6668.1696,6694.3457,3232.291,9506.208,5419.1538,3659.2957,210.3281
2021-06-04,5282.2772,6693.0574,6785.8035,3242.612,9567.865,5372.7279,3612.7014,210.3619
2021-06-11,5224.703,6725.9152,6852.9728,3298.496,9497.523,5296.728,3576.7773,210.177
2021-06-18,5102.4657,6657.7635,6863.7156,3239.226,9413.113,5126.9035,3454.5885,210.1169
2021-06-25,5239.9684,6813.4138,7000.4297,3347.699,9812.938,5252.3586,3535.0185,210.5398
2021-07-02,5081.1172,6658.0451,6908.9318,3333.897,9568.923,5070.218,3408.2369,210.8823
2021-07-09,5069.4361,6804.5389,7142.8994,3409.309,9711.059,4993.4421,3361.5946,211.7815
2021-07-16,5094.7727,6925.1232,7228.3631,3432.647,9713.498,5010.98,3369.8994,212.5503
2021-07-23,5089.2282,6985.7499,7379.7905,3469.873,9798.564,4954.774,3357.447,213.1687
2021-07-30,4811.1695,6767.316,7262.383,3440.181,9428.927,4593.6448,3132.8205,213.816
2021-08-06,4921.5647,6938.8679,7482.1737,3490.901,9697.572,4701.651,3195.696,214.2739
2021-08-13,4945.9829,7088.8876,7641.9169,3345.126,9654.803,4762.262,3217.8366,214.0269
2021-08-20,4769.2678,6920.0248,7467.3611,3192.9,9352.264,4556.6501,3072.7545,214.4413
2021-08-27,4827.0433,7180.1088,7680.0781,3257.071,9571.993,4581.9921,3123.049,214.3995
2021-09-03,4843.0624,7278.6809,7630.8413,3102.144,9330.666,4644.1068,3175.8791,214.7315
2021-09-10,5013.5219,7607.6749,7932.6512,3232.01,9682.341,4786.5476,3252.3246,214.5918
2021-09-17,4855.9402,7395.5645,7730.2239,3193.261,9455.788,4661.1945,3161.9221,214.5411
2021-09-24,4849.4277,7380.3843,7695.6176,3207.816,9464.907,4634.158,3145.112,214.7314
2021-09-30,4866.3826,7103.6076,7405.4623,3244.645,9401.718,4730.047,3196.9905,214.7117
2021-10-08,4929.9409,7091.3356,7425.6688,3243.203,9451.294,4825.5855,3256.2613,214.6538
2021-10-15,4932.1084,7024.1596,7350.4129,3276.32,9539.067,4843.239,3294.8333,214.2327
2021-10-22,4959.7254,7026.0676,7438.4806,3284.91,9627.108,4876.8528,3318.1275,214.1189
2021-10-29,4908.7701,7022.4992,7385.3049,3350.665,9760.035,4785.4902,3267.2491,214.5092
2021-11-05,4842.3458,6991.9077,7389.5866,3352.754,9814.203,4703.0488,3201.5462,215.3491
2021-11-12,4888.3749,7156.6127,7697.8082,3430.141,9916.639,4722.2489,3220.5481,215.357
2021-11-19,4890.0575,7169.8759,7803.7626,3418.959,9887.816,4731.647,3212.9077,215.589
2021-11-26,4860.1265,7219.8622,7940.7888,3468.865,9745.839,4690.8385,3187.3579,216.1889
2021-12-03,4901.0175,7301.9173,8023.9634,3478.665,9780.336,4723.6298,3221.4223,216.1581
2021-12-10,5055.1172,7306.646,7949.1249,3466.797,10056.608,4914.4954,3353.6302,216.5335
2021-12-17,4954.7599,7314.5601,7894.1034,3434.339,9806.65,4817.7698,3278.8985,216.7879
2021-12-24,4921.3449,7278.7556,7776.6064,3297.106,9810.99,4805.8489,3290.2357,216.9516
2021-12-31,4940.3733,7359.4024,8010.3235,3322.672,9985.738,4792.9137,3274.3209,217.6493
2022-01-07,4822.3689,7175.676,7682.6973,3096.881,9572.97,4704.7564,3223.267,217.7247
2022-01-14,4726.7317,7081.1408,7675.3707,3119.407,9452.972,4605.955,3139.0453,218.2735
2022-01-21,4779.3142,6976.6155,7388.7443,3034.679,9457.654,4697.35,3218.7352,219.4885
2022-01-28,4563.772,6580.53,6973.0104,2908.944,9077.82,4486.9071,3054.0209,219.7313
2022-02-11,4601.3953,6745.0235,7033.8514,2746.382,8969.665,4529.474,3142.9117,219.4427
2022-02-18,4651.2358,6835.0217,7251.7923,2826.812,9198.917,4568.995,3162.8215,219.3514
2022-02-25,4573.4247,6819.4311,7361.9573,2855.802,9222.163,4454.5179,3075.5872,219.0737
2022-03-04,4496.4301,6803.8337,7241.5625,2748.638,8897.348,4373.4431,3062.3824,218.7292
2022-03-11,4306.5217,6474.1269,6990.7781,2665.461,8484.513,4201.465,2935.684,218.6971
2022-03-18,4265.9017,6332.2166,6879.3659,2713.794,8342.91,4165.3282,2913.1854,218.9809
2022-03-25,4174.5742,6268.2376,6819.8127,2637.944,8137.688,4068.352,2856.4277,219.0667
2022-04-01,4276.158,6364.5206,6772.6042,2666.969,8218.522,4196.457,2943.2437,219.4811
